HOME_WON,H_ELO,A_ELO,H_NB_WIN,A_NB_WIN,H_PCT_3PT_L10,A_PCT_3PT_L10,H_PCT_LANCER_FRANC_L10,A_PCT_LANCER_FRANC_L10,H_PCT_TIR_REUSSI_L10,A_PCT_TIR_REUSSI_L10,H_PIE_L10,A_PIE_L10,H_assistPercentage_L10,A_assistPercentage_L10,H_assistRatio_L10,A_assistRatio_L10,H_assistToTurnover_L10,A_assistToTurnover_L10,H_defensiveRating_L10,A_defensiveRating_L10,H_effectiveFieldGoalPercentage_L10,A_effectiveFieldGoalPercentage_L10,H_estimatedDefensiveRating_L10,A_estimatedDefensiveRating_L10,H_estimatedNetRating_L10,A_estimatedNetRating_L10,H_estimatedOffensiveRating_L10,A_estimatedOffensiveRating_L10,H_estimatedPace_L10,A_estimatedPace_L10,H_estimatedTeamTurnoverPercentage_L10,A_estimatedTeamTurnoverPercentage_L10,H_netRating_L10,A_netRating_L10,H_offensiveRating_L10,A_offensiveRating_L10,H_pacePer40_L10,A_pacePer40_L10,H_pace_L10,A_pace_L10,H_trueShootingPercentage_L10,A_trueShootingPercentage_L10,H_turnoverRatio_L10,A_turnoverRatio_L10
1,1376.834986,1455.488491,5,3,0.3754999999999999,0.3661999999999999,0.7657,0.7718999999999999,0.4974999999999999,0.4610999999999999,0.5079,0.4690999999999999,0.5826,0.5632999999999999,18.18,16.23,1.568,1.548,115.14,119.86,0.5807999999999999,0.5305,112.0,118.43,3.96,-6.119999999999999,115.96,112.3,101.146,101.766,15.8884,14.6542,2.18,-5.340000000000001,117.32,114.48,82.62599999999999,83.51700000000001,99.15,100.222,0.6114,0.5786,16.06,14.939999999999998
0,1526.516566,1514.524795,6,7,0.4002,0.3448,0.7846,0.7878000000000001,0.4734,0.4565,0.5075,0.4998999999999999,0.5725999999999999,0.6051,17.18,18.160000000000004,1.628,2.112,109.86,111.36,0.5603,0.5356,108.07,108.89,5.5,2.33,113.59,111.18000000000002,100.528,98.94,15.0194,12.3409,4.43,2.27,114.3,113.63,82.899,80.584,99.479,96.7,0.5956,0.5666,15.110000000000005,12.59
1,1514.76023,1545.273326,4,6,0.3339,0.3484999999999999,0.7655000000000001,0.7708,0.4609,0.5136000000000001,0.4770999999999999,0.5427000000000001,0.5484,0.5962,16.020000000000003,19.020000000000003,1.406,1.949,115.76999999999998,110.35,0.5325,0.5767,113.96,108.93,-4.82,4.94,109.14,113.86,103.313,102.378,16.3548,14.1564,-5.640000000000001,5.57,110.15,115.91,84.999,84.0,101.998,100.8,0.5678000000000001,0.6089,16.5,14.410000000000002
1,1636.653975,1415.144416,4,5,0.3657,0.312,0.787,0.7928,0.4579,0.4472,0.482,0.5126000000000001,0.5563,0.6477999999999999,16.33,18.39,1.5710000000000002,1.956,111.83,109.48,0.523,0.5216999999999999,110.97,108.54,-3.0200000000000005,1.7700000000000002,107.96,110.35,103.323,102.327,14.2577,13.2623,-0.89,2.02,110.94,111.5,84.602,84.456,101.523,101.348,0.5645,0.5627,14.669999999999998,13.410000000000002
0,1490.996055,1506.36782,4,5,0.3530999999999999,0.3520999999999999,0.7482,0.7936,0.4555,0.4817999999999999,0.4749,0.4711,0.5827,0.596,17.09,18.4,1.727,1.962,117.43999999999998,118.98999999999998,0.5375,0.5534000000000001,115.50000000000004,117.44,-2.72,-3.5800000000000005,112.77,113.89,102.399,103.362,13.628800000000002,13.3549,-1.4999999999999996,-3.78,115.95000000000002,115.23000000000002,83.45,85.083,100.141,102.1,0.5764000000000001,0.5883,14.03,13.52
0,1620.430845,1377.200599,3,6,0.3188999999999999,0.2975,0.7643000000000001,0.7515,0.4503,0.4755,0.4744,0.5572,0.6298999999999999,0.5912,18.21,17.96,1.9130000000000005,1.9300000000000004,115.08,105.98000000000002,0.5115000000000001,0.5266,113.35,103.45,-6.07,7.790000000000001,107.27,111.23,106.904,104.996,13.1183,13.7383,-6.220000000000001,7.980000000000001,108.86,113.93,87.70899999999999,85.417,105.25,102.5,0.5472000000000001,0.5644,13.300000000000002,14.050000000000002
1,1536.70855,1560.846077,7,4,0.3681999999999999,0.4013,0.7381,0.7452,0.5039,0.4631,0.5279,0.4852999999999999,0.5794999999999999,0.6247,18.23,18.450000000000003,2.004,2.105,113.94,116.51000000000002,0.5761999999999999,0.542,112.06000000000002,114.72,4.53,-2.74,116.58,111.99,97.586,97.649,13.4813,13.7497,4.32,-1.650000000000001,118.26,114.87,80.023,79.7,96.028,95.641,0.6094999999999999,0.5715,13.68,14.100000000000003
1,1449.837612,1372.035775,6,5,0.3533,0.3834,0.7901,0.7554000000000001,0.4650999999999999,0.4694,0.4931999999999999,0.4940999999999999,0.5906999999999999,0.5597,17.529999999999998,16.77,1.923,1.6469999999999998,112.86,110.77,0.5279,0.5389999999999999,111.11,109.98,-0.6699999999999999,0.0299999999999997,110.42,110.02,103.146,104.17700000000002,13.1607,14.1248,0.3,2.6700000000000004,113.18000000000002,113.44,84.291,85.18499999999999,101.15,102.223,0.5702,0.5755999999999999,13.5,14.57
1,1491.800659,1605.204133,8,7,0.3741,0.3946,0.8356999999999999,0.8054,0.4818,0.492,0.5472000000000001,0.5037,0.6421,0.622,19.41,19.520000000000003,2.1790000000000003,2.117,108.61,117.08,0.5609999999999999,0.5741000000000002,106.6,115.63000000000002,7.910000000000001,-0.1299999999999997,114.51000000000002,115.48999999999998,100.418,101.496,12.7762,12.9782,8.209999999999999,1.1200000000000003,116.83,118.20000000000002,82.151,83.08200000000001,98.583,99.7,0.6053000000000001,0.6075,13.02,13.31
1,1369.940994,1562.969872,5,3,0.3747999999999999,0.3636,0.7077,0.728,0.4654,0.4892999999999999,0.5441,0.4735,0.5693999999999999,0.5982,17.240000000000002,18.309999999999995,2.165,1.765,111.25,122.88000000000002,0.5456999999999999,0.5464,108.68999999999998,120.46,7.62,-8.36,116.31000000000002,112.1,96.679,103.012,11.8789,14.506899999999998,7.369999999999999,-7.9300000000000015,118.63,114.95,78.84,83.876,94.609,100.65,0.577,0.5763,12.12,14.85
0,1551.297179,1489.587469,3,4,0.3393,0.32,0.8215999999999999,0.7783,0.4638999999999999,0.4539999999999999,0.4739,0.4677999999999999,0.5351000000000001,0.5558,16.5,16.3,2.184,1.5349999999999997,118.69,116.56999999999998,0.5249,0.5237999999999999,116.36,114.77,-2.33,-5.809999999999999,114.06000000000002,108.96,98.144,102.871,11.365799999999998,15.355400000000005,-2.72,-6.230000000000001,115.96,110.36,80.31800000000001,84.49900000000001,96.383,101.398,0.5678,0.5584,11.56,15.55
1,1623.454719,1464.368173,5,10,0.3826,0.4471,0.8112999999999999,0.8228000000000002,0.5021,0.5609999999999998,0.4962000000000001,0.5645,0.5317000000000001,0.5605999999999999,17.430000000000003,19.86,2.38,1.941,119.93,111.5,0.5674,0.6363000000000001,117.39,109.21,-2.52,14.53,114.88,123.72999999999998,99.854,101.48,12.009899999999998,14.1026,-4.029999999999999,13.169999999999998,115.91,124.67000000000004,81.979,83.376,98.374,100.05,0.6024,0.6625,12.07,14.2
1,1465.321229,1477.010713,4,5,0.369,0.3824999999999999,0.7421,0.7478,0.5035000000000001,0.5027999999999999,0.4987,0.5226000000000001,0.5486000000000001,0.5965,17.82,18.640000000000004,1.818,1.604,114.88,112.86,0.5736999999999999,0.5867000000000001,112.52,109.95,1.2199999999999998,5.7700000000000005,113.72,115.72,101.898,102.174,13.6376,15.909300000000002,0.98,3.99,115.85,116.84,83.25,83.626,99.9,100.35,0.6029000000000001,0.6143000000000001,13.87,16.05
1,1342.784539,1588.198887,5,1,0.3908,0.2951,0.7867,0.7192999999999999,0.473,0.4455,0.4944999999999999,0.458,0.5982,0.5831000000000001,17.38,16.58,1.486,1.597,115.27,117.76,0.5448000000000001,0.5075999999999999,112.6,115.6,-0.1399999999999996,-10.04,112.46,105.55,103.3,100.766,16.0549,14.9508,0.4000000000000002,-9.93,115.67,107.82,83.928,82.292,100.714,98.75,0.5887,0.5418,16.5,15.29
0,1367.002248,1579.00118,6,2,0.3686,0.3545,0.8093,0.7748999999999999,0.4615999999999999,0.4509999999999999,0.4941000000000001,0.4492999999999999,0.7020000000000001,0.5583,19.87,15.73,1.7939999999999998,1.468,114.63,119.95,0.5456000000000001,0.5143,113.15,118.87,-2.6900000000000004,-9.6,110.45,109.26,103.839,102.632,16.141700000000004,15.110600000000002,-3.62,-8.39,111.01,111.53000000000002,85.66099999999999,84.314,102.793,101.179,0.5825,0.5668,16.259999999999998,15.419999999999998
1,1540.448901,1487.315249,5,7,0.3813,0.3516,0.7837,0.7933000000000001,0.5035999999999999,0.4638,0.4968,0.4977999999999999,0.5748,0.5896000000000001,18.34,18.07,1.819,2.148000000000001,118.34,113.17,0.5740000000000001,0.5445,117.21,111.15,-3.3199999999999994,2.63,113.93999999999998,113.74,103.808,98.68,14.5458,12.0447,-1.5700000000000005,2.6900000000000004,116.77,115.86,84.99999999999999,80.709,102.0,96.85,0.6065,0.5763999999999998,15.0,12.239999999999998
0,1475.089691,1498.024657,6,3,0.3564,0.3657,0.7975000000000001,0.8188000000000001,0.494,0.4718999999999999,0.4847,0.4833999999999999,0.5907,0.5811,18.59,18.12,1.9660000000000004,2.637,118.43,116.78,0.5654,0.5363,116.58,113.61,-1.4,-0.2199999999999998,115.21,113.38000000000002,103.412,104.409,13.4484,10.5488,-1.4500000000000002,-1.73,117.0,115.05,84.833,85.162,101.8,102.193,0.5995,0.5758,13.68,10.74
0,1630.616177,1382.164689,6,6,0.3475,0.2869,0.7901,0.7439,0.4702,0.4653,0.4951,0.5468,0.5831999999999999,0.5788,17.520000000000003,17.400000000000002,1.937,1.973,113.71,105.98,0.532,0.5133,111.75,104.1,-0.1799999999999998,6.949999999999998,111.55,111.04,103.752,105.058,13.003,12.8626,0.1100000000000001,7.8,113.84,113.75,84.87499999999999,85.75000000000001,101.85,102.9,0.5740999999999999,0.5534000000000001,13.26,13.139999999999995
0,1601.960779,1573.345254,8,5,0.365,0.3189,0.7636,0.8041999999999998,0.4805999999999999,0.4493,0.5264,0.5069,0.5659,0.6385,17.410000000000004,18.26,2.263,1.947,114.02,111.97,0.5754,0.5246999999999999,110.94,110.47,6.81,1.1700000000000004,117.77,111.68,97.782,103.509,11.1085,13.3022,5.180000000000001,1.08,119.2,113.05,79.84299999999999,85.164,95.811,102.198,0.6143,0.5670999999999999,11.26,13.48
0,1499.339218,1340.706555,1,3,0.2994,0.3506999999999999,0.7213,0.7712,0.4429999999999999,0.4511000000000001,0.4513,0.4645,0.5972000000000001,0.5747,16.799999999999997,16.689999999999998,1.642,1.717,118.46,119.49999999999996,0.5071,0.5332,116.14,117.52,-10.83,-4.63,105.29,112.88,101.002,101.843,14.7163,13.1791,-10.74,-3.7,107.71,115.8,82.37500000000001,83.11600000000001,98.85,99.741,0.5427000000000001,0.5776,15.07,13.52
1,1500.592459,1568.761441,7,5,0.4221,0.4016,0.7555,0.8014000000000001,0.5123,0.4678,0.5191000000000001,0.4991,0.6961999999999999,0.5972000000000001,21.34,17.41,2.026,1.5749999999999995,113.52,111.95,0.5851000000000001,0.5580999999999999,112.52,110.16,2.38,2.5500000000000007,114.88,112.73,101.343,100.17,15.1398,15.5979,2.48,1.3400000000000003,115.98999999999998,113.3,83.701,82.649,100.441,99.179,0.6145,0.5997,15.27,15.670000000000002
1,1459.998987,1489.637873,6,4,0.3897,0.3678,0.8099000000000001,0.7453999999999998,0.4888,0.4929,0.5023,0.5091,0.6227000000000001,0.5843,19.53,17.89,2.188,1.536,118.35,114.06,0.5685,0.571,117.21,110.65,-1.14,3.2000000000000006,116.07,113.86,99.968,101.56,12.5779,15.9303,0.3800000000000003,1.4,118.73,115.45,81.965,82.751,98.359,99.3,0.6028999999999999,0.6033000000000001,12.9,16.15
0,1476.305894,1607.366919,8,6,0.3673,0.3826,0.8443000000000002,0.8169000000000001,0.4796,0.5084,0.5331,0.5113,0.6130000000000001,0.5083,18.69,16.96,2.114,2.374,110.8,119.08,0.5564,0.5709,108.61,116.87,6.39,0.3099999999999998,114.99,117.19,99.544,100.324,12.6718,11.6027,6.480000000000001,-0.9600000000000002,117.29,118.14,81.368,82.521,97.642,99.024,0.6011,0.6103999999999999,12.919999999999998,11.65
0,1564.384673,1483.187146,3,5,0.3303,0.3685,0.8164000000000001,0.7011999999999998,0.4467,0.4730999999999999,0.4651,0.5353000000000001,0.5398,0.5536,16.1,17.03,2.071,2.121,115.69,113.35,0.5083,0.5494,113.36,110.69,-2.98,5.66,110.42,116.35,98.547,96.943,11.43,12.0426,-3.12,5.35,112.56,118.68999999999998,80.497,79.00699999999999,96.59799999999998,94.809,0.5502,0.5788,11.65,12.3
0,1367.015267,1557.697503,5,3,0.3273,0.3129,0.7816000000000001,0.7792,0.4565999999999999,0.4509,0.4963,0.4749,0.5671999999999999,0.629,16.37,18.19,1.384,1.921,111.43,114.45,0.5269,0.5104,109.82,112.4,-1.63,-5.239999999999999,108.19,107.15,103.058,107.68000000000002,16.8986,12.9987,-1.8499999999999992,-6.3,109.59,108.15,84.636,88.459,101.563,106.15,0.5621,0.5486000000000001,17.110000000000003,13.11
1,1508.736376,1439.708698,5,6,0.3863999999999999,0.3293999999999999,0.7718,0.8055999999999999,0.4598,0.5042,0.4836999999999999,0.548,0.5602,0.5772,16.509999999999998,18.31,1.717,1.933,112.39,109.47,0.5324,0.5609,111.44,107.93,-1.11,5.38,110.32,113.3,104.415,101.682,13.5893,13.8662,1.5299999999999998,5.890000000000001,113.92,115.35,85.26899999999999,83.37500000000001,102.323,100.05,0.5730000000000001,0.5982999999999999,14.04,14.12
1,1379.781719,1368.526193,3,3,0.365,0.3644,0.7508999999999999,0.7639,0.4929,0.454,0.4815,0.4564999999999999,0.6081000000000001,0.5663,18.51,16.18,1.703,1.629,121.4,119.77,0.5509999999999999,0.5200999999999999,118.81999999999998,119.29,-6.419999999999999,-9.07,112.4,110.2,103.214,102.298,15.1082,14.4269,-6.6,-7.0600000000000005,114.81000000000002,112.68000000000002,84.126,84.189,100.95,101.029,0.5841000000000001,0.5692,15.410000000000002,14.739999999999998
0,1611.516998,1590.276871,6,9,0.3876,0.4474,0.7930999999999999,0.8271,0.4716,0.5551999999999999,0.5023,0.5582,0.6081,0.5811999999999999,17.59,20.37,1.52,2.053,113.84,110.25,0.5452,0.6325000000000001,111.66,108.39,0.9599999999999996,12.69,112.62,121.08,103.241,101.498,15.9167,13.3918,1.91,12.13,115.75,122.39,84.061,83.41799999999999,100.873,100.1,0.59,0.6588,16.35,13.54
1,1489.725974,1482.332955,4,4,0.3585,0.3847,0.7583,0.7924,0.5054000000000001,0.4669999999999999,0.5026999999999999,0.4798999999999999,0.5592,0.6060000000000001,18.04,17.64,1.8410000000000004,1.735,115.36,115.08,0.5746,0.5521,113.2,113.28,1.1,-1.6200000000000003,114.28,111.67,101.152,100.46,13.6018,14.8707,1.4,-2.6000000000000005,116.75,112.49,82.625,82.77399999999999,99.15,99.329,0.6073000000000001,0.5939,13.88,14.96
1,1563.734574,1579.627926,8,7,0.4277,0.3655,0.7662,0.7417999999999999,0.5147999999999999,0.4902999999999999,0.5408000000000002,0.5126000000000001,0.6942999999999999,0.5661,21.55,17.37,2.127,1.815,110.59,113.07,0.5898,0.5646000000000001,109.5,111.48999999999998,7.109999999999999,2.9400000000000004,116.6,114.42,101.011,97.998,14.498,14.062300000000002,7.120000000000002,2.83,117.7,115.9,83.36799999999998,80.523,100.041,96.628,0.6186999999999999,0.6004,14.63,14.259999999999996
0,1535.78282,1533.820052,3,6,0.4088999999999999,0.3363,0.7452,0.7847000000000002,0.4563,0.4661,0.473,0.4984,0.6382999999999999,0.5778000000000001,18.390000000000004,17.869999999999997,1.965,2.1540000000000004,116.08,113.46,0.5366000000000001,0.537,114.31,111.21,-4.61,2.08,109.71,113.26,97.54299999999998,99.016,14.384900000000002,11.8983,-3.8,2.3,112.29,115.76,79.7,80.751,95.641,96.9,0.5671,0.5692999999999999,14.73,12.139999999999995
1,1483.396837,1491.981331,5,4,0.3744999999999999,0.3666,0.7887,0.8324,0.5003,0.4898999999999999,0.4923999999999999,0.5052,0.5644000000000001,0.5736999999999999,17.869999999999997,18.39,1.7439999999999998,2.643,118.86,115.93999999999998,0.5690000000000001,0.5544999999999999,117.32,113.46,-4.4,2.2299999999999995,112.96,115.68000000000002,103.636,103.657,14.7882,10.6482,-2.900000000000001,0.8699999999999998,115.96,116.81,84.625,85.03699999999999,101.55,102.043,0.6039000000000001,0.5944999999999999,15.279999999999998,10.76
0,1629.17051,1376.674691,4,5,0.3655,0.3164999999999999,0.7596999999999999,0.8192999999999999,0.5056,0.4538999999999999,0.4964,0.5273000000000001,0.5802,0.6504999999999999,18.36,18.59,1.682,2.018,120.65000000000002,111.03000000000002,0.5627,0.5296000000000001,118.25,109.26999999999998,-4.1,4.0600000000000005,114.15,113.36,103.47800000000002,103.382,15.1738,13.1678,-4.280000000000001,3.78,116.36,114.81,84.501,84.916,101.4,101.9,0.5943,0.5757,15.44,13.35
1,1510.991448,1501.262599,7,3,0.3993,0.352,0.8007,0.7853,0.5131999999999999,0.4549,0.5275000000000001,0.4735,0.5096999999999999,0.5892999999999999,17.169999999999998,17.369999999999997,2.367,1.98,115.9,118.61999999999998,0.5785,0.5375,114.11,116.75,4.1,-2.57,118.21999999999998,114.17,99.514,102.002,11.7973,12.5569,2.88,-2.31,118.79,116.30000000000004,82.104,83.541,98.524,100.25,0.6154,0.5807,11.81,12.8
1,1580.184756,1546.135523,7,6,0.345,0.3823,0.759,0.7961999999999999,0.4628,0.4529999999999999,0.4977999999999999,0.4962999999999999,0.5544,0.5938000000000001,16.67,16.68,2.207,1.461,115.67,112.67,0.5504,0.5243,112.73,110.58,1.73,0.23,114.48999999999998,110.81,97.542,103.525,10.9286,15.724900000000002,0.0899999999999995,1.4699999999999995,115.76000000000002,114.14,79.71799999999999,84.228,95.661,101.073,0.591,0.5725999999999999,11.07,16.190000000000005
0,1377.320088,1566.22171,6,5,0.3637,0.3337,0.8164,0.7935,0.4668,0.4661,0.4952000000000001,0.4888,0.7034,0.5826,20.31,17.38,1.9020000000000004,1.946,115.61,113.85,0.5512,0.5259000000000001,113.95,111.17,-2.1700000000000004,-0.95,111.78,110.2,102.737,103.714,15.3948,12.7717,-3.72,-1.88,111.89,111.98999999999998,84.869,84.75,101.843,101.7,0.5859,0.5697,15.44,12.98
0,1501.000383,1489.717512,5,5,0.3594,0.3795,0.8051,0.7909999999999999,0.4922000000000001,0.5051,0.4836,0.4981000000000001,0.5897,0.5660999999999999,18.5,17.97,2.009,1.6049999999999998,118.01,117.96,0.5601999999999999,0.5764,116.2,116.54,-1.36,-3.27,114.86,113.3,103.306,104.21,13.093700000000002,15.5494,-1.6,-1.62,116.43000000000002,116.34,84.833,85.12500000000001,101.8,102.15,0.5972000000000001,0.6104,13.3,16.06
0,1582.410215,1371.633221,3,7,0.3732,0.3717,0.7373999999999999,0.8414999999999999,0.4535999999999999,0.4771999999999999,0.4473000000000001,0.5203,0.571,0.624,16.31,19.090000000000003,1.551,2.361,119.1,113.54,0.5209999999999999,0.555,118.48,111.59,-9.499999999999998,3.71,108.96,115.29,102.54,98.746,15.1122,11.9479,-8.059999999999999,4.07,111.02,117.61,84.481,80.785,101.379,96.942,0.5645999999999999,0.5973,15.389999999999995,12.21
1,1454.325846,1476.419044,3,3,0.3273,0.3501,0.8102,0.7571999999999999,0.4401,0.4728,0.4696000000000001,0.4979000000000001,0.5612,0.6101,16.450000000000003,17.919999999999998,2.196,1.55,114.95,112.82000000000002,0.5023,0.5446,112.97,109.86999999999998,-2.77,0.45,110.23,110.33,98.145,102.108,11.268200000000002,15.913100000000004,-2.98,-1.0800000000000003,111.97,111.73,80.414,83.417,96.498,100.1,0.5452,0.5798,11.45,16.12
1,1413.827173,1495.311014,7,4,0.3871,0.323,0.8097,0.7510999999999999,0.4815,0.4602,0.5059,0.4912000000000001,0.5995999999999999,0.626,18.62,18.54,2.005,2.325,114.86,114.12,0.5585,0.5232,113.88,112.33,0.3600000000000003,-2.6299999999999994,114.23,109.69,101.286,107.122,12.8236,12.4408,2.01,-3.29,116.88000000000002,110.83,83.09,88.042,99.709,105.65,0.5955999999999999,0.5569000000000001,13.14,12.56
0,1621.609113,1548.343292,6,9,0.3339,0.4633,0.7947000000000001,0.8331999999999999,0.4641,0.5492999999999999,0.5033,0.5591000000000002,0.5815999999999999,0.5947,17.830000000000002,20.48,2.15,2.061,112.54999999999998,110.97,0.5336000000000001,0.631,109.94,108.75,2.47,12.61,112.39,121.36,99.118,101.108,11.7762,13.471699999999998,2.5,11.46,115.04,122.44,80.626,83.04299999999999,96.75,99.65,0.5694,0.6586000000000001,12.04,13.59
1,1504.675562,1635.460777,6,3,0.2827,0.3473,0.7308,0.8131,0.4626,0.4591,0.5304,0.4865,0.5751999999999999,0.6061,17.130000000000003,17.919999999999998,1.783,2.169,107.56000000000002,118.41,0.5112,0.5387,105.73999999999998,116.37,3.5199999999999987,-0.9800000000000002,109.25,115.38,104.924,102.67800000000004,13.3337,12.0554,4.470000000000001,-0.7400000000000002,112.01,117.66,85.625,84.0,102.75,100.8,0.5503000000000001,0.5845,13.65,12.31
0,1490.769973,1329.054325,1,4,0.3248,0.3420999999999999,0.7407999999999999,0.7563,0.4443,0.4967,0.4453999999999999,0.5015000000000001,0.5944,0.5534,16.81,17.4,1.657,1.689,119.92,114.15,0.5149000000000001,0.5607,118.09,112.1,-11.2,-0.0199999999999999,106.87,112.06000000000002,101.33,101.204,14.4819,14.2677,-10.919999999999998,0.4200000000000001,108.99,114.57,82.958,82.66600000000001,99.55,99.2,0.5516,0.5958,14.77,14.570000000000002
1,1554.143957,1452.731194,6,8,0.4025999999999999,0.3591999999999999,0.7622000000000002,0.7746999999999999,0.4642,0.4786999999999999,0.4919999999999999,0.5024000000000001,0.5495,0.5564,16.63,16.94,1.885,2.184,112.1,117.02,0.5392999999999999,0.5665,111.16,114.33,1.51,2.91,112.65,117.26999999999998,104.103,98.491,12.563100000000002,11.4226,3.47,0.9399999999999996,115.57,117.96,85.311,80.841,102.373,97.009,0.5774,0.6096,12.87,11.49
0,1556.128947,1521.25958,2,6,0.3984,0.3588,0.7617999999999999,0.7106,0.4508,0.4857999999999999,0.4684999999999999,0.5063000000000001,0.644,0.5806,18.32,17.660000000000004,1.8340000000000003,2.014,114.67,114.63000000000002,0.5257,0.5565,112.84,112.63,-5.68,1.11,107.17,113.74,97.869,97.786,14.9691,13.768,-4.71,0.45,109.98,115.07,79.825,80.273,95.791,96.328,0.5587000000000001,0.5878,15.36,13.95
0,1474.377785,1481.288956,4,4,0.3843,0.3613,0.7877,0.8208,0.4732,0.4857,0.4858,0.5007999999999999,0.5942000000000001,0.5599999999999998,17.650000000000002,17.98,1.838,2.612,115.81000000000002,114.63,0.5562,0.5481999999999999,114.17,112.46,-1.3099999999999998,1.3600000000000003,112.87,113.81000000000002,101.184,104.33899999999998,13.963000000000005,10.4564,-2.06,0.6,113.76000000000002,115.23,83.399,85.578,100.079,102.693,0.5973999999999999,0.5862999999999998,14.050000000000002,10.6
0,1572.176323,1495.713881,6,6,0.3225999999999999,0.3595,0.7883,0.7882999999999999,0.5094,0.4585,0.5439,0.4987000000000001,0.5769,0.5801999999999999,18.27,16.490000000000002,1.913,1.461,111.39,112.58,0.5652000000000001,0.5233000000000001,109.98,110.71,4.500000000000002,-0.0700000000000001,114.47,110.64,102.124,103.421,14.1715,15.540699999999998,4.959999999999999,1.48,116.34,114.06,83.875,84.186,100.65,101.023,0.6045,0.5718,14.39,16.009999999999998
1,1507.578486,1632.853869,6,7,0.3367,0.4038,0.8036,0.7955,0.4617,0.5114,0.5322,0.5239,0.6657,0.4997,19.32,16.939999999999998,2.111,2.446,110.83,116.63,0.5388,0.5755999999999999,109.09,114.31999999999998,4.76,4.65,113.88,118.98000000000002,103.722,100.312,13.0933,11.017500000000002,4.930000000000001,2.8600000000000003,115.75,119.5,85.04100000000001,82.604,102.05,99.124,0.5793999999999999,0.6127,13.330000000000002,11.02
0,1510.885597,1571.152774,5,4,0.3809,0.3216,0.6937,0.7623,0.4730999999999999,0.4473,0.5289,0.4690999999999999,0.569,0.5642,17.490000000000002,15.87,2.186,1.313,114.13000000000002,114.75,0.5541999999999999,0.5196,111.97,113.16,5.14,-6.989999999999999,117.11,106.17,96.269,103.63,11.7898,17.0245,5.23,-7.19,119.36,107.57,78.67399999999999,85.136,94.409,102.163,0.5814,0.5549,12.04,17.23
1,1372.991332,1637.948769,7,3,0.2955,0.3435,0.7251000000000001,0.7594,0.4699,0.4992000000000001,0.5336000000000001,0.4845,0.592,0.5660000000000001,17.86,17.95,1.9130000000000005,1.716,108.05,121.78,0.5193,0.5495,105.72,119.13,4.61,-6.380000000000001,110.31,112.74,105.196,104.082,13.3129,14.5124,5.3,-6.650000000000001,113.33,115.13,85.542,84.834,102.65,101.8,0.5541,0.581,13.65,14.8
